"","�..id","booked","host_since","host_about","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_total_listings_count","host_verifications","price","host_since_frm","days_since","email","social","phone","reviews"
"349",11862680,0,"12-02-2015","I'm an artist - I work with performance & multi-media.
So, of course my interests are mostly art related ... going to galleries, shows etc. 
I also love traveling & exploring.","within a few hours","100%","87%","f",1,1,"['email', 'phone', 'reviews']","$ 49.00",2015-02-12,743,1,1,1,1
"350",7984387,111,"28-01-2013","I am passionate. I am an optimistic realist. I come from humble beginnings. I believe in working hard and treasuring the simple and beautiful things in life. I have traveled quite a bit but am so happy to be settling in to Asheville. I have a bit of an edgy sense of humor at times but certainly have a sweet and nurturing spirit as well.

I teach people how to brew coffee in incredible ways and what quality coffee looks like, tastes like. I also talk a lot about what it takes to get that coffee in to your cup. I like to make coffee accessible and am very turned off by pretension in the coffee community.

I spend a lot of time thinking about how to improve myself. I genuinely want to be the best person I can be and contribute in the most positive way I can.","N/A","N/A","N/A","f",1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","$ 70.00",2013-01-28,1488,1,1,1,1
"351",11980345,0,"16-10-2012","Cosmic mermaid with a bit of an eclectic and eccentric sense of life.  Adventuresome spirit who enjoys connecting with others and would love to host as many travelers as possible! Loves stories from both near and far, as well as expanding her network on the global grid.  Thanks for your interest, she is already looking forward to your stay :)","within an hour","100%","100%","f",5,5,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']","$ 55.00",2012-10-16,1592,1,1,1,1
"352",7956588,76,"16-08-2015","I like people.  I like making the world a better place one step at a time. Besides that: 
I am a retired businessman and Philanthropist.  Amateur writer, well traveled and  well read.  I live in Asheville because of the people, mountains,the air,  atmosphere and because I am tired of suits and formality.  I am self made as well as self educated.  I've lived in London, Paris, New York and South Florida.  I expect to live out my days here. Maya Angelou & Mother Theresa are my idols.  Cavafy & Frost my favorite poets.  Ella Fitzgerald & Lady Holliday favorite singers.  Jerry Herman's music and lyrics (think Hello Dolly, Mame, La Cage Au Follies).  I have served on the Board of Caring for Children for over two years.  Prior to that I have been active on similar organizations in New York City, Fire Island and Fort Lauderdale, Florida.
I have 2 dogs: a Westie & a 15 pound rescue terrier mix. 
My mantra is a quote from Nelson Henderson, ""The true meaning of life is to plant a tree under whose shade you do not expect to sit.""","within a few hours","100%","N/A","f",2,2,"['email', 'phone', 'reviews', 'kba']","$ 200.00",2015-08-16,558,1,1,1,1
"353",4363562,109,"14-05-2010","Retired from nutritional supplement business a few years ago.  Have lived in Asheville since 2004 after relocating from San Francisco.  
Enjoy the outdoors, music, traveling and of course meeting new people and sharing experiences.","within an hour","100%","75%","t",1,1,"['email', 'manual_online', 'facebook', 'reviews', 'manual_offline', 'kba']","$ 58.00",2010-05-14,2478,1,1,1,1
"354",7000847,0,"25-06-2015","Hello & welcome to our home! So a little about us: My wife works for a non-profit, protecting the environment in our beautiful Western NC mountains and I am a stay-at-home papa with our daughter (who absolutely loves everyone). On the side,  we're urban homesteaders, AirBnB hosts, and I'm also a driver with Uber. We both love meeting new people, growing, cooking & eating good food, traveling, camping, hiking, discovering new swimming holes, home-brewing, science, nature, and all kinds of art & music. We want you to have a great, comfortable stay, especially sharing tips on our favorite places to enjoy and explore in and around Asheville. Ask us anything and make yourself at home!","within a day","80%","100%","f",1,1,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']","$ 45.00",2015-06-25,610,1,1,1,1
"355",8848210,0,"30-08-2015","I am a personal assistant for a community and health based organization known as ""The Spot"", located in downtown Asheville. This group of people I am working with are tight knit and trustworthy and I am here to help them, as they are helping me with my personal goals. I wish to further my self and community taught education in Women's/Human studies and Holistic Health. I am physically active and enjoy exercise and participating in competitive sports. I enjoy a city life but also a rural one which is why Asheville has been a perfect place for myself. 
 I require respect and care from the people looking to share my space. If you have any other questions for me and this space call my number or email provided.","within a few hours","82%","97%","f",3,3,"['email', 'phone', 'google', 'reviews']","$ 50.00",2015-08-30,544,1,1,1,1
"356",10089256,111,"07-05-2013","I and my wife are longtime residents of Asheville who moved here to enjoy the mountains and all that Asheville offers.  I've maintained a chiropractic practice here and am now slowly disengaging to have more time to travel and enjoy the area, particularly long distance biking and hiking.  My wife owns a well regarded women's consignment store in North Asheville, minutes from downtown.  We know the area WELL and can enthusiastically share our ""secret"" special places with you.  Just ask! A big plus we can talk about (if interested) is I can offer guided bike/hike tours for all levels, bikes and helmets provided.","N/A","N/A","N/A","f",1,1,"['email', 'phone', 'reviews', 'kba']","$ 100.00",2013-05-07,1389,1,1,1,1
"357",5656985,0,"19-01-2014","I've owned and managed Hill House, a 4-star, 10-room inn just north of downtown Asheville since February 2012. It's not on AirBnB. This is my personal home, which I either like to book when I take a vacation or at times book the guest room to a traveler. I treat my guests here, just as I treat those at Hill House.","within an hour","100%","N/A","f",2,2,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 20.00",2014-01-19,1132,1,1,1,1
"358",4129119,112,"16-09-2014","I am a lover of the outdoors. I'm an artist, and do mostly landscapes because I never get tired of natural scenery. I also get outside a lot, whether it be hiking, paddling, or camping. Travel is one of my favorite things to do also, and I've been lucky enough to see some amazing places around the world.","within an hour","100%","100%","t",1,1,"['email', 'phone', 'reviews', 'kba']","$ 68.00",2014-09-16,892,1,1,1,1
"359",4045013,0,"05-09-2014","","within a few hours","100%","100%","t",2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']","$ 280.00",2014-09-05,903,1,1,1,1
"360",11356858,112,"17-03-2014","Hello! I'm a former Interior Designer turned Restaurateur turned tiny house owner. I love exploring Western North Carolina and as part of the process of moving here, decided to try tiny house living during this phase of my life. I've realized that many people are curious about downsizing and ""testing"" out the lifestyle so I decided to share my place as both a vacation novelty and a learning experience for those wondering if it might be the right move for them.

Having run my own restaurant back in San Diego, I'm really into the food scene in Asheville, as well as going out to support live music on a regular basis. Hiking is another one of my passions, and at the moment, I'm getting ready to launch an on-line vacation planning business. As you can see, I'm very enthusiastic about everything this part of the country has to offer! :-)","within an hour","93%","100%","f",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']","$ 72.00",2014-03-17,1075,1,1,1,1
"361",854833,0,"09-08-2012","We love Asheville and enjoy exploring other destinations around the world.","within a few hours","100%","83%","f",22,22,"['email', 'phone', 'google', 'reviews']","$ 85.00",2012-08-09,1660,1,1,1,1
"362",10781486,110,"08-12-2015","I have always loved hosting people  so it's really fun to make it a part of my daily life.  I have lived in the Asheville area for the last 16 years.  I spent the last 10 years a little outside the city limits in a beautiful but more rustic cabin on 7 acres.  I'm thrilled to be living in a new, green built home only 7 minutes from downtown but with the charm of the country (the house overlooks a small homestead).  I always try to find locals when I travel to get advise on what I should do.  In turn, I love being the local so I can share  some of the special gems we have in Asheville.  The only problem is there's so much to do in WNC it's hard to decide what the best choice is on any given day.","within an hour","100%","100%","f",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']","$ 70.00",2015-12-08,444,1,1,1,1
"363",1492077,0,"09-08-2012","We love Asheville and enjoy exploring other destinations around the world.","within a few hours","100%","83%","f",22,22,"['email', 'phone', 'google', 'reviews']","$ 85.00",2012-08-09,1660,1,1,1,1
"364",826076,0,"09-08-2012","We love Asheville and enjoy exploring other destinations around the world.","within a few hours","100%","83%","f",22,22,"['email', 'phone', 'google', 'reviews']","$ 85.00",2012-08-09,1660,1,1,1,1
"365",1282834,0,"09-08-2012","We love Asheville and enjoy exploring other destinations around the world.","within a few hours","100%","83%","f",22,22,"['email', 'phone', 'google', 'reviews']","$ 245.00",2012-08-09,1660,1,1,1,1
"366",1272147,0,"09-08-2012","We love Asheville and enjoy exploring other destinations around the world.","within a few hours","100%","83%","f",22,22,"['email', 'phone', 'google', 'reviews']","$ 105.00",2012-08-09,1660,1,1,1,1
"367",8593311,0,"27-09-2015","","within a few hours","100%","75%","t",1,1,"['email', 'phone', 'reviews']","$ 185.00",2015-09-27,516,1,1,1,1
"368",6601781,0,"09-08-2012","We love Asheville and enjoy exploring other destinations around the world.","within a few hours","100%","83%","f",22,22,"['email', 'phone', 'google', 'reviews']","$ 335.00",2012-08-09,1660,1,1,1,1
"369",1408631,0,"09-08-2012","We love Asheville and enjoy exploring other destinations around the world.","within a few hours","100%","83%","f",22,22,"['email', 'phone', 'google', 'reviews']","$ 140.00",2012-08-09,1660,1,1,1,1
"370",6107573,0,"09-08-2012","We love Asheville and enjoy exploring other destinations around the world.","within a few hours","100%","83%","f",22,22,"['email', 'phone', 'google', 'reviews']","$ 110.00",2012-08-09,1660,1,1,1,1
"371",6915829,0,"09-08-2012","We love Asheville and enjoy exploring other destinations around the world.","within a few hours","100%","83%","f",22,22,"['email', 'phone', 'google', 'reviews']","$ 105.00",2012-08-09,1660,1,1,1,1
"372",3893957,0,"17-08-2014","My family and I have this  home for your use and pleasure in Asheville. It was our parents home and after they passed, my brother and I remodeled it and have been using it and renting as a vacation rental home for 8 years. I believe you will enjoy this home and Asheville. Upon arriving the home will be clean and fully stocked for your use. Thank you for considering this home for your use.","within a day","100%","100%","f",2,2,"['email', 'phone', 'reviews']","$ 175.00",2014-08-17,922,1,1,1,1
"373",3924937,0,"16-08-2014","I really, really love living in Asheville with my husband John. I am a licensed massage therapist and yoga instructor. I especially love coffee, running, hiking, yoga, and spending time in new places. My husband is an EMT and carpenter and we love all things outdoors. He really likes coffee too, rock climbing and anything that prevents him from sitting still for long. I like hotels and he likes couches, we usually split the difference :)","within a few hours","100%","100%","f",1,1,"['email', 'phone', 'google', 'reviews', 'kba']","$ 121.00",2014-08-16,923,1,1,1,1
"374",11834296,0,"09-12-2015","I am a single father of two. I work in renovation and property management in Asheville NC.","within an hour","100%","N/A","f",1,1,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 150.00",2015-12-09,443,1,1,1,1
"375",6184213,112,"11-10-2014","We are a former bank executive and a retired attorney, living in the coolest city in America, and wanting to share the joys of travel with others!  We love golf, motorcycles, British television, and football, but more than anything we love being together.  We are easy-going folks, who stay up late and start mornings slowly.  

We want our guests to enjoy our space and our town, and to feel delighted with both, when they head home.  

When we stay with you we need privacy, relative quiet, a comfy bed, heat and air, and cable TV.

We are positive and easy-to-please.  Mutual respect is our goal!","within an hour","100%","92%","t",1,1,"['email', 'phone', 'linkedin', 'reviews', 'kba']","$ 110.00",2014-10-11,867,1,1,1,1
"376",11475492,0,"25-02-2016","My wife and I moved to Asheville from Houston, TX in 1989.  We restored a wonderful old house in the Chestnut Hills Historic district where we accomplished our dream of having a bed and breakfast.  We lived and worked there until (PHONE NUMBER HIDDEN) Arlington Street is only a few blocks from the bed and breakfast that we started.  Now I live alone in another ""one of a kind"" house.  Much of my time is spent mentoring young men in my church and facilitating a grief recovery program.

We chose Asheville because the mountains offer a sense of peace and tranquility not found in many other places.  Also, we were attracted here because of the fascinating mix of people who call Asheville home.  Asheville has wonderful restaurants comparable to many of our favorites in Houston.   Also to be found in Asheville are the Symphony, Asheville Community Theater, and outstanding medical facilities.  We were drawn here by the Blue Ridge Parkway, The Biltmore Estate, The Folk Art Center and the like.  I have appreciated such things as a huge farmers market for fresh produce, and alsoexcellent shopping for groceries in our local stores.

 I love the natural beauty of the area and sometimes enjoy taking a picnic lunch to a sunny rock in the middle of a rushing stream on a warm day in February.  

Asheville is very simply a great place to vacation and live.","within an hour","100%","100%","f",1,1,"['email', 'phone']","$ 150.00",2016-02-25,365,1,1,1,1
"377",4108784,112,"10-08-2012","We love Asheville and want to share this cool town with you! We are chill locals with a guest experience focus. We have set up the house so you can feel at home here. We have both traveled extensively in Asia and the house reflects it. We enjoy hiking, canoeing and motorcycling. We are very environment and local economy minded.","within an hour","100%","100%","f",1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 85.00",2012-08-10,1659,1,1,1,1
"378",8732095,0,"05-10-2015","Jason & I are both 22 year Asheville residents. We are both antique/junk dealers that love to travel, spend time outdoors, music, bike, ski. We are both people persons so would be very happy to answer any questions or give advice that you may have about the area.","within a day","90%","100%","t",1,1,"['email', 'phone', 'reviews']","$ 100.00",2015-10-05,508,1,1,1,1
"379",11320916,0,"24-04-2013","A resident of Asheville for over 22 years. 

I love the local food scene here. I am happy to recommend anything from a simple hike with amazing views, to the spots to hang like a local. 

Let me know if you have any questions I am happy to help!","within an hour","98%","99%","f",3,3,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 75.00",2013-04-24,1402,1,1,1,1
"380",3986614,0,"27-03-2013","I am a massage therapist and yoga teacher who usually lives in Asheville, NC. I am often on tour teaching Thai Yoga Bodywork around the U.S. I live with my girlfriend, Krystal, who is an acupuncturist and a yoga teacher. We are professional and friendly and one of us will be around to greet you. We would be honored to host you in our healing sanctuary...","within an hour","100%","100%","f",2,2,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","$ 75.00",2013-03-27,1430,1,1,1,1
"381",3424947,0,"25-06-2014","We moved to Asheville 4 years ago to be closer to family and have never been so happy.   We think you will love it too!","within a few hours","100%","100%","t",1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 120.00",2014-06-25,975,1,1,1,1
"382",7340132,109,"03-04-2011","I moved to Asheville in 1980 and love it here. I started the first costume company here …then spent 14 yrs co-founding a large intentional community called Earthaven Eco-village, outside of A'ville ….followed by living a decade in India. My current passions are singing, writing, dancing, gardening & eco-spirit activism. Recently I've been loving creating nurturing fun spaces to live in.","within an hour","100%","100%","t",2,2,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 88.00",2011-04-03,2154,1,1,1,1
"383",7347299,0,"09-08-2012","We love Asheville and enjoy exploring other destinations around the world.","within a few hours","100%","83%","f",22,22,"['email', 'phone', 'google', 'reviews']","$ 140.00",2012-08-09,1660,1,1,1,1
"384",1066156,0,"24-01-2013","Hi! My husband William and I are from Asheville NC. We have a small farm just minutes from downtown where we raise chickens, bees, and horses. We sell eggs and honey. 
We love to travel and camp. We are interested in knowing the places we visit by knowing the people who live and work there. We want to eat the regional cuisine and find and do things we can't do at home.","within an hour","100%","100%","t",1,1,"['email', 'phone', 'facebook', 'google', 'amex', 'reviews', 'kba']","$ 135.00",2013-01-24,1492,1,1,1,1
"385",7366707,0,"09-08-2012","We love Asheville and enjoy exploring other destinations around the world.","within a few hours","100%","83%","f",22,22,"['email', 'phone', 'google', 'reviews']","$ 105.00",2012-08-09,1660,1,1,1,1
"386",38585,0,"13-07-2010","(SENSITIVE CONTENTS HIDDEN) Likes:
Dancing, Horse Riding, Swimming, Yoga, Painting, Singing, Scuba diving, Biking, Watercolor, Gardening, Hiking, Camping, Skiing, Meditation, Alternative medicine, Homeopathy, Essential Oils, Nutrition, Connecting With Like Minded Souls, Traveling Far and Wide, Soul, Baudelaire, Alex Gray, Rimbaud, Chateaubriand, Esther and Jerry Hicks, Emile Zola, Thomas Moore, A Course in Miracles, The Seat of the Soul, Maurice Denuziere, Thich Nhat Hanh, James Van Praagh, David Hawkins, Marianne Williamson, Gary Null, Doctor David Jubb, Victor Hugo, Gary Zukav, Juliette Benzoni, Deepak Chopra, Paul Verlaine, Andrew Weil, The Four Agreements, Don Miguel Ruiz, Eckhart Tolle, The Power of Intention, Caroline Myss, Everyday Wisdom, The Mastery of Love, Dr. Wayne W. Dyer, Independent films, Especially Foreign Ones, I Do Not Watch Television, Romilly-sur-Seine, France, Asheville, North Carolina, On a tous quelqu'un qui est partit trop tôt .. Tout là haut .. :'(3, I Believe in Peace, Je recherche (PHONE NUMBER HIDDEN) de personnes qui ne sont pas homophobes !, Longevity Conference, Dr. Joseph Mercola, (URL HIDDEN) Green Smoothie Girl, Steven Chu, Young Living Essential Oils Company Page, Diving Wrecks and Reefs, Sara Campbell – the Egyptian Face of The Underwater (URL HIDDEN) Champagne, (URL HIDDEN)","within a few hours","100%","50%","t",1,1,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","$ 50.00",2010-07-13,2418,1,1,1,1
"387",10527873,0,"11-01-2016","I have lived in Asheville for 5 years. I spend much of my time hiking in the mountains near here. I have a lot of knowledge of our local edible and medicinal plants. I am a kitchen witch and often have nice smelling things on the stove or in the oven. I am quiet and clean.","within a few hours","90%","86%","f",2,2,"['email', 'phone', 'reviews']","$ 55.00",2016-01-11,410,1,1,1,1
"388",11586894,0,"26-04-2015","","within a day","90%","88%","f",2,2,"['email', 'phone', 'reviews']","$ 600.00",2015-04-26,670,1,1,1,1
"389",7366555,0,"06-01-2012","We moved from England to Asheville, NC in 2012. We are a married couple with 3 boys. 
Dan's a general contractor and Sarah owns a health and wellness business.
We love traveling and good local or ethnic food.","within a few hours","100%","20%","f",1,1,"['email', 'phone', 'facebook', 'kba']","$ 450.00",2012-01-06,1876,1,1,1,1
"390",10577264,0,"09-08-2012","We love Asheville and enjoy exploring other destinations around the world.","within a few hours","100%","83%","f",22,22,"['email', 'phone', 'google', 'reviews']","$ 95.00",2012-08-09,1660,1,1,1,1
"391",7090481,0,"30-06-2014","I'm an environmental engineer who works from home (or anywhere) and loves adventure - hiking, paddling, exploring downtown, etc.  I like to make people feel at home and am around to answer questions but generally take a hands off approach unless requested. 
I find it fun to meet people and make connections!","within an hour","100%","94%","f",1,1,"['email', 'phone', 'facebook', 'reviews']","$ 120.00",2014-06-30,970,1,1,1,1
"392",8472769,0,"23-05-2014","My husband and I run a Design/Build firm, Mountain Sun Building & Design, here in Asheville. We enjoy creating beautiful light filled, energy efficient homes on both a custom and spec basis. When we are not busy with work or our two kids and their soccer schedules, we love to explore the world, hike, ski, cook and garden. I'm a lifelong North Carolinian and have spent the last 19 years in the Asheville area.","within a day","100%","0%","f",1,1,"['email', 'phone', 'reviews', 'kba']","$ 125.00",2014-05-23,1008,1,1,1,1
"393",3268390,0,"08-06-2014","Before my husband and I married, we dreamed up Asheville as a perfect home: hiking, laid back people, cooler temperatures with endless sun, thriving art scene, incredible local food movement and, of course, beer culture. In 2011, life dealt us the incredible gift of a professor position at UNC Asheville; we packed our family and drove from Tucson, AZ to these mountains. We are a young family who enjoys playing outdoors, cooking big meals, reading, drawing, writing, and telling stories. We remain in love with all that this region has to offer, and we pride ourselves for knowing about the great entertainment options happening around town (many of which are free). We look forward to hosting you in Asheville soon.","within an hour","100%","70%","t",2,2,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","$ 80.00",2014-06-08,992,1,1,1,1
"394",8513468,0,"09-04-2015","","within an hour","100%","100%","t",1,1,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 110.00",2015-04-09,687,1,1,1,1
"395",7500265,0,"22-07-2015","B and I are open minded, University of Georgia grads that have traveled the world and decided to call this wonderful/eclectic mountain town home! B is a local business owner and I'm a sales representative. We enjoy all things nature, craft brews, and our dog!  We look forward to having you in our home :)","within an hour","96%","98%","f",4,4,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 175.00",2015-07-22,583,1,1,1,1
"396",3297865,0,"11-06-2014","We have lived in Asheville with our two daughters Sofia and Rosalina for the past six years.  We moved here from Big Sur, California, where we worked and taught massage and yoga at the Esalen Institute.  
We own Still Point Wellness, unique spa in downtown Asheville where we offer Esalen massage, salt water floatation, and somatic psychotherapy ((URL HIDDEN)  We also teach massage and bodywork locally and internationally.
We value friends, family, community, and healthy living.  
We are grateful to be able to share our little piece of paradise with you.","within an hour","100%","100%","t",2,2,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","$ 90.00",2014-06-11,989,1,1,1,1
"397",5395353,109,"27-06-2014","My husband Marshall and I are both semi-retired from medical professions, have been married 45 years and have one son and now one grandchild! We moved to Asheville 3 years ago from Clearwater, Florida, where we lived for 24 years. Prior to that we lived 5 years in the San Francisco Bay area. Both of us are originally from the metro Detroit area. We have always enjoyed traveling as well as historical books and movies. Lately back issues have curtailed our out of country travel, however we know the benefits of a comfortable mattress, back friendly chairs and sofas and good televisions and outfit our home and apartment accordingly!  My hobbies are gardening and jewelry making.  Our home and apartment sit on 2 acres of mainly hillside. When we moved here the land was in need of someone who loved to nurture the vegetation and enrich the soil so I literally ""dug in"" and began the process. If it's in spring, summer or fall you will see me outside with garden tool in hand. Marshall enjoys biking, driving his car along the Blue Ridge, and keeping up with football, baseball, hockey and auto racing. 
Our son Eric works in the film industry as a grip. He and his family recently relocated to Atlanta, Georgia as the film industry in North Carolina lost it's tax incentive and Georgia added an incentive. We miss them all but especially our beautiful grandchild Kiela, who is 3. We were able to have them close for the past 3 years and enjoyed that tremendously!
While neither of us are great cooks we do love all the simple natural foods that Asheville has so much of. We can't do without Amish butter, organic peanut butter, Ezekiel toast plus good tea and coffee in the morning! Trader Joe or Fresh Market can help us most days with semi prepared foods so we don't feel that a ""restaurant run"" is mandatory!
Our apartment is located on the lower level of our home. It has it's own entrance, plus 2 parking sites. Exterior is brick. We did a build out of this area, which is roughly 1100 square foot over the past 2 years, adding walls, electric, plumbing, new windows, and of course all the things that make a place fun to stay in, like fresh carpet and paint, new cabinets, appliances, lighting, etc. It has been decorated and furnished with various antiques as well as new pieces. We love mission style so that is seen both in our home as well as in the apartment. If I travel I always want to know about the mattress so we furnished our apartment with a Tempur-pedic  king bed and a good quality queen standard mattress. We put a Ekornes Stressless chair in the living room as well as a sofa with spring down cushions. The electric fireplace adds ambiance as well as offers additional heat if needed, although we have a heat pump. We want you to feel that everything is fresh and ""special"" for your stay, and you can expect a more than just clean apartment; one that says we feel your stay here is a special time. 
Your privacy is always maintained. When we travel it's important to us and we will do no less for you! This is a memorable, comfortable home and we trust you will feel the same and come back to see us again!","within an hour","100%","100%","t",1,1,"['email', 'phone', 'reviews', 'kba']","$ 98.00",2014-06-27,973,1,1,1,1
"398",11687835,109,"02-10-2012","Our beautifully restored Victorian building is a short walk to shops, art galleries, theaters, spas and restaurants and the Asheville Yoga Center right next door!","within a day","100%","100%","f",2,2,"['email', 'phone', 'reviews']","$ 200.00",2012-10-02,1606,1,1,1,1
"399",1020781,0,"09-08-2012","We love Asheville and enjoy exploring other destinations around the world.","within a few hours","100%","83%","f",22,22,"['email', 'phone', 'google', 'reviews']","$ 105.00",2012-08-09,1660,1,1,1,1
"400",5481195,0,"26-02-2015","Hotel Developer and Manager of Hotel & Resort Operations across the Southeast.  Love to provide legendary service and provide my guests the comforts of home and showcase the local community, neighborhood and city.","within an hour","100%","80%","f",3,3,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 450.00",2015-02-26,729,1,1,1,1
"401",9624259,110,"24-11-2015","Lael and I are both artists and are living away from Asheville for a while.  Our home is very unique and private and great for families.  Lael is a a true local and can be very helpful with all that Asheville has to offer.  Enjoy our place, while we miss it.","within a day","100%","N/A","f",1,1,"['email', 'phone']","$ 150.00",2015-11-24,458,1,1,1,1
"402",209068,0,"28-08-2011","Welcome to Terrace Cottage!

For fifteen years we have enjoyed hosting visitors in our Asheville, North Carolina cottage from across the country and around the world including England and Ireland, Greece, Canada, Mexico and Cuba, Argentina, Japan and The Phillipines. We welcome guests from around the corner, across the US and our international visitors as well! Our college-age daughter grew up listening to many different languages in the driveway.

We enjoy traveling including work-and-play trips to Ireland, England, Sweden and Greece. Twenty years here at our residence built in 1926 and our adjacent Terrace Cottage was built in 2000.

We love working in our perennial beds and veggie gardens.

I'm an online entrepreneur designing and marketing wooden playthings for young people. I also collect and blog about vintage wooden toys.

My wife is a clinician with UNC-Chapel Hill School of Medicine. 

We love living in Asheville and are always happy to return home when away. It is a nationally-celebrated and uniquely beautiful mountain city overflowing with eclectic opportunities for enjoying first-rate dining, entertainment, crafts and artwork. The Blue Ridge Parkway entrance is ten minutes from our home, leading to the North Carolina Arboretum, Mount Pisgah, Craggy Gardens, and Mount Mitchell- the highest elevation east of the Rocky Mountains. 

I fly fish and welcome inquiries regarding our local waters. My favorite streams are under an hour away and have been rated in Trout Unlimited's Top 100. There are excellent fly shops and outfitters nearby if you need them.

Walking, running and cycling are huge in Asheville and there are too many options to mention from neighborhood greenways and hill climbs to maniacal day-longs as well, contact us for info. Our local runner's and cyclist's shops are just blocks away.

Speaking of walkable- ditto our supermarket and specialty/whole foods markets, cafes, coffee shops, local theater, pharmacies, UNC-Asheville, botanical gardens, awesome kid's parks and more.

Thanks for looking at Terrace Cottage and we welcome your inquiries!","within an hour","100%","100%","f",1,1,"['email', 'phone', 'linkedin', 'reviews']","$ 150.00",2011-08-28,2007,1,1,1,1
"403",12094196,0,"16-10-2012","Cosmic mermaid with a bit of an eclectic and eccentric sense of life.  Adventuresome spirit who enjoys connecting with others and would love to host as many travelers as possible! Loves stories from both near and far, as well as expanding her network on the global grid.  Thanks for your interest, she is already looking forward to your stay :)","within an hour","100%","100%","f",5,5,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']","$ 65.00",2012-10-16,1592,1,1,1,1
"404",6540096,110,"08-06-2014","Before my husband and I married, we dreamed up Asheville as a perfect home: hiking, laid back people, cooler temperatures with endless sun, thriving art scene, incredible local food movement and, of course, beer culture. In 2011, life dealt us the incredible gift of a professor position at UNC Asheville; we packed our family and drove from Tucson, AZ to these mountains. We are a young family who enjoys playing outdoors, cooking big meals, reading, drawing, writing, and telling stories. We remain in love with all that this region has to offer, and we pride ourselves for knowing about the great entertainment options happening around town (many of which are free). We look forward to hosting you in Asheville soon.","within an hour","100%","70%","t",2,2,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","$ 200.00",2014-06-08,992,1,1,1,1
"405",1297625,0,"22-06-2013","We have lived in Asheville for the past 9+ years, and adore this town. We both love traveling ourselves, which is where we heard of AirBnB.  We enjoy good food, outdoor fun, music, and good company.  Asheville has all of this and more... It's the best!","within a few hours","100%","100%","t",1,1,"['email', 'phone', 'reviews', 'kba']","$ 119.00",2013-06-22,1343,1,1,1,1
"406",11749023,110,"24-10-2014","I live  a low key lifestyle in surroundings that are so peaceful, serene and close to the beach. I like to share that with others who travel and want to find affordable accommodations.
I like to give others their private space so much so that I created a separate living space in my home with a private entrance and bath. I enjoyed decorating the room to give an airy feel, with surfaces that are easy to keep clean.
I hope that that you will find a visit to the Hammock to be just as peaceful, serene, picturesque and charming as I do.","within an hour","100%","82%","f",4,4,"['email', 'phone', 'reviews', 'kba']","$ 30.00",2014-10-24,854,1,1,1,1
"407",8588136,110,"06-02-2015","Hi! I'm Stephanie and I live in the beautiful mountains of Western North Carolina. I love everything to do with good food and wine, hanging out with good friends and traveling! 

I love being a host for Airbnb as I get to meet so many great people from all walks of life!!","within an hour","100%","96%","t",1,1,"['email', 'phone', 'linkedin', 'reviews', 'kba']","$ 80.00",2015-02-06,749,1,1,1,1
"408",4394670,0,"21-10-2014","","within a few hours","100%","100%","f",1,1,"['email', 'phone', 'reviews']","$ 69.00",2014-10-21,857,1,1,1,1
"409",7612231,0,"29-06-2015","I am a semi retired male, UNC graduate, interested in spirituality, organic gardening, Access Consciousness, and enjoying life.  My home is my temple and I aspire to make it welcoming and peaceful for all who enter into it.  Beauty is important to me so I have a fair number of art objects in the house.  I lead a health conscious lifestyle.  My home is also gay friendly.","within a few hours","100%","100%","f",2,2,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","$ 51.00",2015-06-29,606,1,1,1,1
"410",6574072,110,"04-09-2014","","N/A","N/A","N/A","f",1,1,"['email', 'phone', 'reviews']","$ 85.00",2014-09-04,904,1,1,1,1
"411",8671346,110,"29-09-2015","Hiker, mountain lover.","within an hour","100%","100%","t",1,1,"['email', 'phone', 'reviews', 'jumio']","$ 75.00",2015-09-29,514,1,1,1,1
